,가장 많이 참여한 여가활동 (1순위),가장 만족스런 여가활동 (1순위),응답자 성별,연령,가구 소득,여가활동을 위한 월 평균 지출액,가장 많이 참여한 1순위 여가활동 동반자1,일주일 여가시간
7769,요리하기/다도,81,2,6,4,50000,1,35.0
7770,TV시청(IPTV포함),71,1,6,3,100000,2,27.0
7771,TV시청(IPTV포함),71,2,6,2,50000,2,25.0
7772,"모바일컨텐츠,동영상,VOD시청",75,1,2,7,700000,1,19.0
7773,음악감상,83,2,5,6,50000,1,28.0
7774,TV시청(IPTV포함),73,2,6,1,250000,1,16.0
7775,TV시청(IPTV포함),74,2,5,2,300000,1,16.0
7776,TV시청(IPTV포함),75,1,6,2,30000,1,16.0
7777,인터넷검색/1인미디어제작/SNS,71,1,5,3,50000,1,56.0
7778,TV시청(IPTV포함),81,2,7,1,100000,1,21.0
7779,TV시청(IPTV포함),86,2,7,3,80000,1,14.0
7780,TV시청(IPTV포함),74,2,6,1,20000,1,24.5
7781,바둑/장기/체스,61,1,7,1,10000,3,16.0
7782,TV시청(IPTV포함),74,1,5,1,0,2,7.0
7783,산책및걷기,74,2,7,1,30000,1,56.0
7784,"스포츠경기간접관람-TV,DMB를통한관람(축구,야구,농구,배구등)",17,1,6,4,10000,1,45.0
7785,TV시청(IPTV포함),86,1,7,1,0,1,70.0
7786,동호회모임,87,1,4,4,100000,3,20.0
7787,"모바일컨텐츠,동영상,VOD시청",75,1,4,3,200000,1,27.5
7788,"스포츠경기간접관람-TV,DMB를통한관람(축구,야구,농구,배구등)",17,1,3,4,70000,1,14.0
7789,TV시청(IPTV포함),23,1,4,4,300000,1,65.0
7790,"스포츠경기간접관람-TV,DMB를통한관람(축구,야구,농구,배구등)",19,1,3,7,500000,1,20.0
7791,육상/조깅/속보,32,1,4,4,600000,1,36.0
7792,TV시청(IPTV포함),22,1,3,4,100000,1,16.0
7793,인터넷검색/1인미디어제작/SNS,59,1,2,3,150000,1,27.0
7794,"모바일컨텐츠,동영상,VOD시청",20,1,3,4,300000,1,38.5
7795,인터넷검색/1인미디어제작/SNS,86,1,1,5,20000,1,60.0
7796,게임(온라인/모바일/콘솔게임등),59,1,2,6,50000,3,16.0
7797,게임(온라인/모바일/콘솔게임등),59,1,1,4,50000,3,22.0
7798,"농구,배구,야구,축구,족구",20,1,1,4,50000,3,11.0
7799,"배드민턴/줄넘기/맨손,스트레칭체조/훌라후프",31,1,3,4,100000,1,36.0
7800,TV시청(IPTV포함),74,1,7,1,100000,1,56.0
7801,TV시청(IPTV포함),74,1,3,1,30000,1,35.0
7802,TV시청(IPTV포함),86,1,5,4,500000,2,30.0
7803,온라인게임경기관람(e-스포츠경기포함),19,1,5,5,50000,1,30.0
7804,게임(온라인/모바일/콘솔게임등),68,1,2,6,250000,1,16.0
7805,"스포츠경기간접관람-TV,DMB를통한관람(축구,야구,농구,배구등)",35,1,5,5,100000,2,21.0
7806,TV시청(IPTV포함),81,1,7,1,100000,1,84.0
7807,"격투스포츠(태권도,유도,합기도,검도,권투등)",33,1,3,7,300000,1,36.0
7808,TV시청(IPTV포함),86,1,6,1,50000,1,84.0
7809,TV시청(IPTV포함),64,1,6,1,30000,1,84.0
7810,산책및걷기,71,1,5,7,37000,2,16.0
7811,산책및걷기,25,2,6,2,20000,1,64.0
7812,"스포츠경기간접관람-TV,DMB를통한관람(축구,야구,농구,배구등)",24,1,4,7,300000,2,27.0
7813,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),86,1,5,1,50000,3,28.0
7814,반려동물돌보기,55,2,4,5,100000,1,16.0
7815,TV시청(IPTV포함),74,1,6,2,1000000,1,22.0
7816,당구/포켓볼,22,1,6,3,15000,2,74.0
7817,산책및걷기,63,1,4,5,50000,2,16.0
7818,TV시청(IPTV포함),88,1,7,3,10000,1,42.0
7819,TV시청(IPTV포함),17,1,6,4,150000,2,21.0
7820,TV시청(IPTV포함),63,1,6,1,20000,1,47.5
7821,TV시청(IPTV포함),17,1,4,5,30000,2,14.0
7822,TV시청(IPTV포함),59,1,5,2,200000,1,64.0
7823,TV시청(IPTV포함),64,1,5,2,100000,1,18.0
7824,TV시청(IPTV포함),86,1,5,7,150000,2,45.0
7825,"모바일컨텐츠,동영상,VOD시청",42,1,6,1,20000,1,45.0
7826,TV시청(IPTV포함),63,1,6,2,40000,2,35.0
7827,TV시청(IPTV포함),71,1,7,3,60000,2,18.0
7828,TV시청(IPTV포함),38,1,6,3,100000,2,55.0
7829,TV시청(IPTV포함),84,1,5,6,30000,1,40.0
7830,TV시청(IPTV포함),74,1,7,2,10000,1,21.0
7831,낚시,56,1,6,2,100000,1,21.0
7832,TV시청(IPTV포함),71,1,7,3,50000,1,32.0
7833,TV시청(IPTV포함),71,1,3,5,100000,2,7.0
7834,반려동물돌보기,20,1,4,3,800000,1,70.0
7835,헬스(보디빌딩)/에어로빅,20,1,1,6,130000,1,25.0
7836,산책및걷기,86,1,3,3,100000,1,31.0
7837,사이클링/산악자전거,35,1,6,5,12000,1,27.0
7838,TV시청(IPTV포함),55,1,6,2,30000,1,28.0
7839,TV시청(IPTV포함),86,1,5,6,100000,1,45.0
7840,산책및걷기,55,1,6,2,50000,1,45.0
7841,게임(온라인/모바일/콘솔게임등),59,1,1,6,10000,1,17.0
7842,요가/필라테스/태보,30,2,4,6,100000,2,18.0
7843,등산,55,1,4,6,150000,5,27.0
7844,사이클링/산악자전거,35,1,5,5,100000,3,16.0
7845,TV시청(IPTV포함),70,1,6,2,50000,1,11.0
7846,당구/포켓볼,22,1,5,5,300000,3,50.0
7847,인터넷검색/1인미디어제작/SNS,58,1,5,7,100000,1,14.0
7848,삼림욕,40,1,4,6,200000,3,20.0
7849,음주,64,1,5,6,150000,1,18.0
7850,TV시청(IPTV포함),20,1,6,5,150000,2,22.0
7851,낚시,55,1,5,5,50000,3,13.0
7852,TV시청(IPTV포함),78,1,6,4,10000,1,9.0
7853,TV시청(IPTV포함),81,1,3,3,50000,2,28.0
7854,TV시청(IPTV포함),44,1,6,1,60000,1,32.0
7855,게임(온라인/모바일/콘솔게임등),59,1,1,5,300000,1,35.0
7856,등산,55,1,5,1,40000,1,22.0
7857,인터넷검색/1인미디어제작/SNS,58,2,1,7,50000,1,25.0
7858,TV시청(IPTV포함),86,2,6,2,50000,1,36.0
7859,음주,64,1,5,6,100000,3,16.0
7860,음주,64,1,5,4,200000,3,25.0
7861,TV시청(IPTV포함),74,2,5,7,150000,1,25.0
7862,인터넷검색/1인미디어제작/SNS,39,1,4,5,60000,1,22.0
7863,인터넷검색/1인미디어제작/SNS,58,1,5,4,50000,1,15.0
7864,인터넷검색/1인미디어제작/SNS,71,1,6,4,50000,1,20.0
7865,인터넷검색/1인미디어제작/SNS,58,2,3,6,50000,1,23.0
7866,TV시청(IPTV포함),74,1,5,6,30000,1,18.0
7867,게임(온라인/모바일/콘솔게임등),59,1,1,6,30000,1,50.0
7868,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),71,2,5,3,50000,6,28.0
7869,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),84,2,5,2,100000,1,30.6
7870,음악감상,86,2,1,4,30000,1,37.0
7871,TV시청(IPTV포함),56,1,4,3,50000,1,20.0
7872,게임(온라인/모바일/콘솔게임등),20,1,1,5,10000,1,9.0
7873,TV시청(IPTV포함),35,1,4,6,20000,2,25.0
7874,"스포츠경기간접관람-TV,DMB를통한관람(축구,야구,농구,배구등)",17,1,5,6,500000,1,25.0
7875,TV시청(IPTV포함),71,1,6,3,50000,2,37.0
7876,산책및걷기,86,1,7,3,100000,1,18.0
7877,산책및걷기,71,1,7,3,10000,1,24.0
7878,TV시청(IPTV포함),61,1,6,5,30000,1,16.0
7879,TV시청(IPTV포함),52,1,6,7,300000,1,32.0
7880,TV시청(IPTV포함),31,1,5,6,300000,1,12.0
7881,TV시청(IPTV포함),27,1,3,6,300000,2,20.0
7882,"스포츠경기간접관람-TV,DMB를통한관람(축구,야구,농구,배구등)",55,1,5,5,50000,2,11.0
7883,"스포츠경기직접관람-경기장방문관람(축구,야구,농구,배구등)",16,2,4,6,50000,3,17.0
7884,"스포츠경기간접관람-TV,DMB를통한관람(축구,야구,농구,배구등)",27,1,4,3,70000,2,27.0
7885,"모바일컨텐츠,동영상,VOD시청",75,1,5,4,350000,1,26.0
7886,TV시청(IPTV포함),24,1,4,7,150000,1,40.0
7887,헬스(보디빌딩)/에어로빅,80,1,6,7,500000,1,18.0
7888,TV시청(IPTV포함),64,1,3,5,300000,1,27.0
7889,게임(온라인/모바일/콘솔게임등),56,1,5,1,60000,1,41.0
7890,인터넷검색/1인미디어제작/SNS,32,1,4,6,200000,1,31.0
7891,"스포츠경기직접관람-경기장방문관람(축구,야구,농구,배구등)",42,1,3,6,200000,2,25.0
7892,TV시청(IPTV포함),72,1,5,4,20000,2,9.0
7893,산책및걷기,71,1,5,4,100000,3,16.0
7894,"생활공예(십자수,비즈공예)",22,1,4,4,300000,1,13.0
7895,TV시청(IPTV포함),72,1,4,4,200000,1,25.0
7896,산책및걷기,55,1,6,4,30000,2,37.0
7897,TV시청(IPTV포함),20,1,5,4,200000,1,39.0
7898,"농구,배구,야구,축구,족구",20,1,6,4,150000,5,14.0
7899,친구만남/이성교제/미팅/소개팅,86,1,5,5,100000,3,21.0
7900,게임(온라인/모바일/콘솔게임등),16,1,1,3,20000,1,29.0
7901,"농구,배구,야구,축구,족구",20,1,3,6,500000,5,15.0
7902,만화보기(웹툰포함),42,1,2,7,250000,1,25.0
7903,등산,55,1,5,5,400000,3,18.0
7904,"스포츠경기간접관람-TV,DMB를통한관람(축구,야구,농구,배구등)",17,1,4,3,300000,3,16.0
7905,등산,55,1,4,5,500000,3,20.0
7906,TV시청(IPTV포함),85,1,4,6,50000,1,32.0
7907,TV시청(IPTV포함),48,1,5,3,200000,1,21.0
7908,음악감상,71,1,6,2,100000,1,32.0
7909,TV시청(IPTV포함),16,1,4,7,300000,2,59.0
7910,TV시청(IPTV포함),17,1,4,2,100000,1,54.0
7911,인터넷검색/1인미디어제작/SNS,17,1,4,6,100000,1,29.0
7912,아무것도안하기,79,1,5,1,5000,1,35.0
7913,TV시청(IPTV포함),55,1,6,3,450000,2,36.0
7914,TV시청(IPTV포함),74,1,4,7,60000,1,21.0
7915,쇼핑/외식,63,1,4,5,150000,3,14.0
7916,사이클링/산악자전거,35,1,5,3,500000,3,36.0
7917,아무것도안하기,55,1,6,4,200000,1,11.0
7918,"원예(화분,화단가꾸기등)",70,1,3,4,200000,1,45.0
7919,산책및걷기,55,1,5,7,250000,2,16.0
7920,게임(온라인/모바일/콘솔게임등),48,1,4,2,200000,1,18.0
7921,"농구,배구,야구,축구,족구",17,1,1,6,6000,3,31.0
7922,아무것도안하기,79,1,3,4,500000,1,39.0
7923,낚시,56,1,5,6,300000,2,25.0
7924,산책및걷기,56,1,5,7,300000,1,18.0
7925,TV시청(IPTV포함),63,1,3,5,50000,1,32.0
7926,낮잠,48,2,4,7,100000,1,9.0
7927,TV시청(IPTV포함),75,2,2,3,50000,1,16.0
7928,인라인스케이트,36,2,2,6,80000,3,23.0
7929,등산,55,1,6,1,700000,3,21.0
7930,TV시청(IPTV포함),35,1,5,3,10000,1,36.0
7931,사이클링/산악자전거,35,1,7,2,600000,3,35.0
7932,"모바일컨텐츠,동영상,VOD시청",59,1,3,3,100000,1,61.0
7933,사이클링/산악자전거,35,2,3,7,250000,3,35.0
7934,TV시청(IPTV포함),55,1,5,7,100000,1,16.0
7935,TV시청(IPTV포함),35,1,6,4,200000,1,35.0
7936,사이클링/산악자전거,35,1,6,4,5000,1,27.0
7937,TV시청(IPTV포함),74,2,5,3,50000,2,23.0
7938,TV시청(IPTV포함),74,2,7,2,0,1,42.0
7939,TV시청(IPTV포함),35,2,6,5,50000,1,14.0
7940,산책및걷기,35,1,7,7,30000,1,35.0
7941,사이클링/산악자전거,35,2,4,3,30000,2,24.0
7942,TV시청(IPTV포함),86,2,6,2,20000,2,21.0
7943,사이클링/산악자전거,35,1,5,6,300000,1,35.0
7944,산책및걷기,71,2,5,5,50000,2,27.0
7945,TV시청(IPTV포함),73,1,7,1,30000,1,42.0
7946,"모바일컨텐츠,동영상,VOD시청",75,2,5,1,200000,1,84.0
7947,TV시청(IPTV포함),65,1,4,1,30000,1,35.0
7948,TV시청(IPTV포함),35,2,5,5,400000,2,22.0
7949,"모바일컨텐츠,동영상,VOD시청",75,1,1,6,10000,1,18.0
7950,산책및걷기,71,1,6,1,300000,1,30.0
7951,인터넷검색/1인미디어제작/SNS,55,2,4,3,50000,1,46.0
7952,TV시청(IPTV포함),71,1,6,6,200000,2,32.0
7953,TV시청(IPTV포함),35,2,7,1,20000,1,105.0
7954,TV시청(IPTV포함),74,1,7,1,10000,1,70.0
7955,사이클링/산악자전거,35,1,5,6,30000,1,11.0
7956,사이클링/산악자전거,35,1,5,5,100000,5,36.0
7957,인라인스케이트,39,2,7,1,25000,1,35.0
7958,TV시청(IPTV포함),74,2,6,3,10000,1,35.0
7959,"댄스스포츠(탱고,왈츠,자이브,맘보,폴카,차차차등)",34,2,6,1,150000,3,27.0
7960,TV시청(IPTV포함),39,2,7,2,50000,2,28.0
7961,"댄스스포츠(탱고,왈츠,자이브,맘보,폴카,차차차등)",34,2,6,4,100000,1,15.0
7962,TV시청(IPTV포함),81,2,5,4,200000,1,35.0
7963,"댄스스포츠(탱고,왈츠,자이브,맘보,폴카,차차차등)",34,2,7,1,50000,1,35.0
7964,TV시청(IPTV포함),74,2,7,1,10000,1,56.0
7965,"미용(피부관리,헤어관리,네일아트,마사지,성형등)",58,2,2,7,150000,1,11.0
7966,등산,64,1,6,6,70000,3,18.0
7967,TV시청(IPTV포함),71,2,7,3,0,1,28.0
7968,TV시청(IPTV포함),74,2,7,1,0,1,49.0
7969,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),58,2,2,5,120000,3,50.0
7970,TV시청(IPTV포함),51,2,4,5,50000,2,32.0
7971,TV시청(IPTV포함),74,2,4,5,50000,1,14.0
7972,TV시청(IPTV포함),74,1,5,6,50000,2,35.0
7973,TV시청(IPTV포함),81,2,6,1,100000,1,14.0
7974,TV시청(IPTV포함),74,1,6,2,50000,1,7.0
7975,반려동물돌보기,86,2,7,3,30000,1,56.0
7976,TV시청(IPTV포함),81,2,5,6,30000,2,32.0
7977,라디오/팟캐스트청취,76,1,3,4,100000,1,16.0
7978,TV시청(IPTV포함),71,1,7,1,10000,2,35.0
7979,산책및걷기,77,2,4,4,50000,1,32.0
7980,육상/조깅/속보,48,1,2,2,50000,1,29.0
7981,TV시청(IPTV포함),74,2,6,5,25000,1,21.0
7982,TV시청(IPTV포함),39,1,7,2,300000,1,35.0
7983,육상/조깅/속보,67,2,5,4,180000,1,21.0
7984,TV시청(IPTV포함),74,2,6,3,50000,2,60.0
7985,음악감상,39,1,1,7,100000,1,35.0
7986,산책및걷기,81,2,6,3,100000,1,23.0
7987,인터넷검색/1인미디어제작/SNS,48,1,2,3,200000,1,26.0
7988,TV시청(IPTV포함),74,1,7,4,100000,2,11.0
7989,TV시청(IPTV포함),74,1,7,1,40000,2,28.0
7990,TV시청(IPTV포함),32,1,7,1,100000,1,18.0
7991,TV시청(IPTV포함),63,2,5,5,30000,2,21.0
7992,게임(온라인/모바일/콘솔게임등),59,1,5,7,100000,1,14.0
7993,인터넷검색/1인미디어제작/SNS,58,1,1,4,100000,1,32.0
7994,TV시청(IPTV포함),32,1,7,2,10000,2,42.0
7995,반려동물돌보기,32,2,4,1,100000,1,42.0
7996,산책및걷기,71,2,6,6,30000,1,50.0
7997,TV시청(IPTV포함),74,2,6,1,50000,1,70.0
7998,쇼핑/외식,63,1,5,4,100000,3,14.0
7999,TV시청(IPTV포함),52,2,5,3,50000,1,21.0
8000,사이클링/산악자전거,35,1,7,1,70000,1,42.0
8001,TV시청(IPTV포함),71,2,4,3,350000,1,35.0
8002,육상/조깅/속보,32,1,4,7,100000,1,27.0
8003,인터넷검색/1인미디어제작/SNS,31,1,4,3,30000,1,34.0
8004,"원예(화분,화단가꾸기등)",81,2,5,6,200000,1,20.0
8005,"모바일컨텐츠,동영상,VOD시청",75,1,5,2,150000,1,56.0
8006,"배드민턴/줄넘기/맨손,스트레칭체조/훌라후프",31,1,7,1,25000,1,51.0
8007,TV시청(IPTV포함),31,2,7,1,100000,2,56.0
8008,TV시청(IPTV포함),31,2,7,2,100000,2,56.0
8009,라디오/팟캐스트청취,44,2,4,4,20000,1,4.5
8010,친구만남/이성교제/미팅/소개팅,86,2,7,2,20000,3,56.0
8011,TV시청(IPTV포함),75,1,6,2,40000,1,45.0
8012,TV시청(IPTV포함),81,2,6,3,5000,2,25.0
8013,TV시청(IPTV포함),71,2,6,3,20000,2,25.0
8014,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),63,2,5,7,90000,3,29.0
8015,TV시청(IPTV포함),84,2,4,5,50000,2,21.0
8016,"배드민턴/줄넘기/맨손,스트레칭체조/훌라후프",31,2,4,5,100000,5,18.0
8017,TV시청(IPTV포함),74,1,7,2,50000,1,58.0
8018,산책및걷기,71,2,6,4,70000,1,34.0
8019,TV시청(IPTV포함),72,2,7,1,30000,1,28.0
8020,TV시청(IPTV포함),74,2,6,2,80000,1,16.0
8021,TV시청(IPTV포함),75,2,4,4,150000,2,44.0
8022,TV시청(IPTV포함),63,2,6,5,50000,2,18.0
8023,산책및걷기,67,2,6,3,50000,2,20.0
8024,TV시청(IPTV포함),81,2,7,1,100000,1,39.0
8025,요리하기/다도,51,2,5,7,40000,2,25.0
8026,TV시청(IPTV포함),31,2,7,1,5000,1,35.0
8027,TV시청(IPTV포함),71,2,7,2,20000,1,42.0
8028,"모바일컨텐츠,동영상,VOD시청",75,1,2,1,180000,1,23.0
8029,인터넷검색/1인미디어제작/SNS,52,2,2,2,300000,1,40.0
8030,"원예(화분,화단가꾸기등)",70,2,5,6,300000,1,34.0
8031,TV시청(IPTV포함),70,2,7,4,50000,1,56.0
8032,"배드민턴/줄넘기/맨손,스트레칭체조/훌라후프",31,2,6,3,10000,1,29.0
8033,라디오/팟캐스트청취,76,2,6,1,500000,1,56.0
8034,"배드민턴/줄넘기/맨손,스트레칭체조/훌라후프",31,2,4,3,50000,1,20.0
8035,"배드민턴/줄넘기/맨손,스트레칭체조/훌라후프",31,1,3,7,300000,5,36.0
8036,TV시청(IPTV포함),86,2,5,4,120000,1,36.0
8037,산책및걷기,70,2,5,5,50000,2,27.0
8038,TV시청(IPTV포함),39,2,7,4,30000,2,30.0
8039,TV시청(IPTV포함),70,2,6,3,200000,1,37.0
8040,TV시청(IPTV포함),71,2,7,5,50000,1,56.0
8041,인터넷검색/1인미디어제작/SNS,86,2,1,5,50000,1,37.0
8042,TV시청(IPTV포함),81,2,6,2,100000,2,56.0
8043,TV시청(IPTV포함),74,2,7,1,30000,1,56.0
8044,친구만남/이성교제/미팅/소개팅,86,2,7,2,20000,3,56.0
8045,TV시청(IPTV포함),74,2,6,5,20000,2,42.0
8046,TV시청(IPTV포함),74,2,7,1,100000,1,35.0
8047,TV시청(IPTV포함),71,1,7,3,300000,2,45.0
8048,"배드민턴/줄넘기/맨손,스트레칭체조/훌라후프",31,2,6,4,30000,1,29.0
8049,"원예(화분,화단가꾸기등)",51,2,3,4,250000,1,41.1
8050,TV시청(IPTV포함),63,2,5,6,150000,1,25.0
8051,게임(온라인/모바일/콘솔게임등),59,2,2,1,50000,1,46.0
8052,"모바일컨텐츠,동영상,VOD시청",63,1,5,5,300000,1,25.0
8053,TV시청(IPTV포함),39,2,7,1,80000,1,50.0
8054,인터넷검색/1인미디어제작/SNS,31,1,5,5,200000,1,16.0
8055,TV시청(IPTV포함),74,2,5,5,20000,1,27.0
8056,TV시청(IPTV포함),71,2,5,5,50000,2,25.0
8057,산책및걷기,71,1,7,3,500000,1,45.0
8058,TV시청(IPTV포함),74,2,7,1,100000,1,23.0
8059,TV시청(IPTV포함),74,2,5,3,20000,1,46.0
8060,TV시청(IPTV포함),74,2,6,4,30000,1,11.0
8061,산책및걷기,67,2,6,5,80000,2,39.0
8062,TV시청(IPTV포함),71,2,6,4,10000,2,23.0
8063,등산,55,2,5,3,20000,1,21.0
8064,TV시청(IPTV포함),67,2,4,4,50000,2,11.0
8065,"겜블(경마,경륜,카지노,카드놀이,고스톱,마작등)/복권구입",62,2,6,2,300000,3,37.0
8066,인터넷검색/1인미디어제작/SNS,48,2,3,5,100000,1,18.0
8067,TV시청(IPTV포함),67,2,6,3,30000,1,30.0
8068,"원예(화분,화단가꾸기등)",70,2,4,5,200000,1,30.6
8069,TV시청(IPTV포함),71,2,7,2,20000,1,50.0
8070,TV시청(IPTV포함),71,2,6,5,100000,2,35.0
8071,TV시청(IPTV포함),71,2,6,3,50000,2,36.0
8072,TV시청(IPTV포함),74,2,7,1,0,1,56.0
8073,TV시청(IPTV포함),74,2,6,4,30000,1,18.0
8074,TV시청(IPTV포함),74,2,6,3,0,2,36.0
8075,TV시청(IPTV포함),86,2,6,6,300000,2,60.0
8076,자동차드라이브,48,2,6,1,100000,2,14.0
8077,"원예(화분,화단가꾸기등)",70,2,7,2,10000,2,23.0
8078,TV시청(IPTV포함),71,2,5,5,150000,2,46.0
8079,TV시청(IPTV포함),71,2,7,3,100000,2,46.0
8080,TV시청(IPTV포함),71,2,7,2,100000,1,50.0
8081,TV시청(IPTV포함),74,2,7,1,100000,1,70.0
8082,산책및걷기,38,2,6,2,60000,1,46.0
8083,TV시청(IPTV포함),74,2,6,2,30000,2,28.0
8084,TV시청(IPTV포함),72,2,7,1,10000,1,32.0
8085,TV시청(IPTV포함),52,2,6,3,40000,1,56.0
8086,TV시청(IPTV포함),74,2,7,1,20000,1,59.5
8087,목욕/사우나/찜질방,71,2,7,1,20000,1,25.0
8088,TV시청(IPTV포함),71,2,7,1,20000,1,46.0
8089,산책및걷기,55,2,7,3,100000,3,19.0
8090,"모바일컨텐츠,동영상,VOD시청",75,2,2,2,100000,3,70.0
8091,게임(온라인/모바일/콘솔게임등),59,2,1,5,20000,3,36.0
8092,라디오/팟캐스트청취,76,2,6,2,150000,1,49.0
8093,TV시청(IPTV포함),74,1,7,2,200000,1,45.5
8094,목욕/사우나/찜질방,48,2,6,1,500000,3,11.0
8095,TV시청(IPTV포함),74,2,6,5,60000,1,21.0
8096,TV시청(IPTV포함),62,2,7,2,10000,1,23.0
8097,TV시청(IPTV포함),31,1,7,1,50000,1,37.0
8098,TV시청(IPTV포함),74,2,7,5,100000,1,70.0
8099,TV시청(IPTV포함),72,2,6,4,100000,1,16.0
8100,TV시청(IPTV포함),71,2,7,1,430000,1,70.0
8101,TV시청(IPTV포함),74,2,7,1,200000,1,64.0
8102,TV시청(IPTV포함),71,2,7,1,250000,1,19.0
8103,TV시청(IPTV포함),81,1,6,3,100000,2,13.0
8104,TV시청(IPTV포함),31,2,5,6,50000,2,29.0
8105,음악감상,81,2,5,4,100000,1,15.0
8106,"배드민턴/줄넘기/맨손,스트레칭체조/훌라후프",31,1,6,2,50000,5,36.0
8107,인터넷검색/1인미디어제작/SNS,64,1,3,4,150000,1,27.0
8108,"배드민턴/줄넘기/맨손,스트레칭체조/훌라후프",31,1,2,6,100000,1,18.0
8109,등산,55,2,6,1,30000,1,56.0
8110,TV시청(IPTV포함),74,1,7,1,30000,1,70.0
8111,"모바일컨텐츠,동영상,VOD시청",85,2,6,3,200000,1,36.0
8112,반려동물돌보기,52,2,7,4,30000,1,56.0
8113,TV시청(IPTV포함),74,1,7,2,30000,1,70.0
8114,TV시청(IPTV포함),74,2,7,1,20000,1,52.5
8115,인터넷검색/1인미디어제작/SNS,58,2,5,3,20000,1,33.0
8116,TV시청(IPTV포함),74,2,5,1,50000,1,46.0
8117,요리하기/다도,81,2,6,3,100000,1,16.0
8118,친구만남/이성교제/미팅/소개팅,86,2,2,5,300000,3,9.0
8119,TV시청(IPTV포함),74,2,7,1,50000,1,44.0
8120,TV시청(IPTV포함),31,2,7,2,20000,1,21.0
8121,TV시청(IPTV포함),86,2,7,1,50000,1,56.0
8122,TV시청(IPTV포함),71,1,7,1,30000,2,14.0
8123,자동차드라이브,48,1,7,4,150000,2,41.0
8124,TV시청(IPTV포함),75,1,6,5,50000,2,12.0
8125,게임(온라인/모바일/콘솔게임등),59,1,1,4,140000,1,59.0
8126,TV시청(IPTV포함),81,2,7,1,50000,2,56.0
8127,"배드민턴/줄넘기/맨손,스트레칭체조/훌라후프",52,2,4,3,150000,1,17.5
8128,반려동물돌보기,52,2,2,3,150000,1,36.0
8129,산책및걷기,71,2,7,2,50000,1,35.0
8130,TV시청(IPTV포함),74,2,6,1,20000,1,25.0
8131,TV시청(IPTV포함),38,2,7,2,100000,1,70.0
8132,TV시청(IPTV포함),38,2,7,2,100000,2,56.0
8133,TV시청(IPTV포함),84,2,7,5,0,2,35.0
8134,"원예(화분,화단가꾸기등)",70,2,6,1,250000,1,49.0
8135,TV시청(IPTV포함),74,2,5,3,50000,1,32.0
8136,TV시청(IPTV포함),74,2,5,3,100000,1,32.0
8137,인터넷검색/1인미디어제작/SNS,58,2,3,4,600000,1,27.0
8138,TV시청(IPTV포함),74,2,7,1,10000,2,35.0
8139,TV시청(IPTV포함),63,2,5,4,50000,1,21.0
8140,TV시청(IPTV포함),30,2,5,7,300000,2,32.0
8141,요가/필라테스/태보,30,2,5,3,100000,1,23.0
8142,요가/필라테스/태보,30,2,5,7,100000,1,50.0
8143,TV시청(IPTV포함),41,2,2,5,200000,2,17.0
8144,TV시청(IPTV포함),30,2,6,3,30000,2,21.0
8145,요가/필라테스/태보,30,2,6,3,50000,3,28.0
8146,요가/필라테스/태보,30,2,7,4,50000,1,26.0
8147,요가/필라테스/태보,30,2,3,6,300000,1,15.0
8148,TV시청(IPTV포함),74,2,3,2,200000,1,27.0
8149,"모바일컨텐츠,동영상,VOD시청",42,2,3,4,100000,1,48.0
8150,요가/필라테스/태보,30,2,7,1,10000,1,30.0
8151,요가/필라테스/태보,30,2,7,1,50000,3,14.0
8152,TV시청(IPTV포함),30,2,6,2,50000,2,14.0
8153,요가/필라테스/태보,30,2,3,4,80000,1,23.0
8154,종교활동,81,2,6,6,500000,1,14.0
8155,산책및걷기,71,2,7,2,30000,3,16.0
8156,산책및걷기,51,2,4,6,100000,1,18.0
8157,"모바일컨텐츠,동영상,VOD시청",30,2,5,7,300000,1,14.0
8158,TV시청(IPTV포함),74,2,7,2,10000,1,50.0
8159,TV시청(IPTV포함),30,2,3,5,110000,2,22.0
8160,요가/필라테스/태보,30,2,7,2,100000,1,14.0
8161,TV시청(IPTV포함),74,2,7,2,0,1,41.0
8162,요가/필라테스/태보,30,2,7,1,30000,3,9.0
8163,요가/필라테스/태보,30,2,5,4,150000,1,11.0
8164,TV시청(IPTV포함),74,2,7,1,10000,2,35.0
8165,TV시청(IPTV포함),74,2,7,1,30000,1,56.0
8166,TV시청(IPTV포함),74,2,7,1,50000,1,70.0
8167,TV시청(IPTV포함),30,2,6,1,50000,1,46.0
8168,요가/필라테스/태보,30,2,4,7,300000,3,28.0
8169,TV시청(IPTV포함),30,2,7,2,50000,2,44.0
8170,TV시청(IPTV포함),77,2,5,5,30000,1,27.0
8171,요가/필라테스/태보,30,2,5,1,100000,1,56.0
8172,요가/필라테스/태보,30,2,6,1,50000,5,46.0
8173,요가/필라테스/태보,30,2,6,3,100000,2,46.0
8174,요가/필라테스/태보,72,2,7,1,20000,1,32.0
8175,TV시청(IPTV포함),30,2,7,1,30000,1,42.0
8176,TV시청(IPTV포함),30,2,7,1,10000,1,16.0
8177,"모바일컨텐츠,동영상,VOD시청",48,2,4,4,150000,1,16.0
8178,"댄스스포츠(탱고,왈츠,자이브,맘보,폴카,차차차등)",34,2,6,2,70000,3,16.0
